kode	uraian	vol	sat	hargasat	jumlah	kdblokir	sdana
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	4770000		F
	> Workshop reviu kurikulum	0		0	4770000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	3000000		
	    -     Konsumsi capping day	120	OR	25000	3000000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      B	PRODI DIV KESEHATAN LINGKUNGAN	0		0	14845000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3395000		F
	> Workshop reviu kurikulum	0		0	3395000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1625000		
	    -     Konsumsi capping day	65	OR	25000	1625000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      C	PRODI D IV ALIH JENJANG KESEHATAN LINGKUNGAN	0		0	14845000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3395000		F
	> Workshop reviu kurikulum	0		0	3395000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1625000		
	    -     Konsumsi capping day	65	OR	25000	1625000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      D	Manajemen Jurusan	0		0	24450000		
     525111	Belanja Gaji dan Tunjangan	0		0	3600000		F
	> Kuliah pakar	0		0	3600000		
	    -     Honor narasumber  [1 OR x 4 JAM x 1 KL]	4	OK	900000	3600000		
     525112	Belanja Barang	0		0	15000000		F
	> Kuliah pakar	0		0	15000000		
	    -     Konsumsi	600	OK	25000	15000000		
     525113	Belanja Jasa	0		0	5000000		F
	> Kuliah pakar	0		0	5000000		
	    -     Sewa gedung  [1 PT x 1 KL]	1	OK	5000000	5000000		
     525115	Belanja Perjalanan	0		0	850000		F
	> Kuliah pakar	0		0	850000		
	    -     Transport narasumber  [1 OR x 1 PP]	1	OK	350000	350000		
	    -     Penginapan narasumber  [1 OR x 1 KL x 1 MLM]	1	OK	500000	500000		
   052	Pembelajaran Teori dan Praktikum	0		0	601118000		
      A	PRODI D III KESEHATAN LINGKUNGAN	0		0	247456000		
     525111	Belanja Gaji dan Tunjangan	0		0	56800000		F
	    -     Honor DTT  [10 MK x 2 SKS x 14 TM]	280	OK	200000	56000000		
	    -     Honor Dosen Tamu  [1 OR x 4 MK x 1 TM]	4	OK	200000	800000		
     525115	Belanja Perjalanan	0		0	42600000		F
	    -     Transport DTT  [10 MK x 14 TM x 2 SKS]	280	OK	150000	42000000		
	    -     Transport Dosen Tamu  [1 OR x 4 MK x 1 TM]	4	OK	150000	600000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	148056000		F
	    -     Biaya pemenuhan kompetensi mahasiswa  [93 MHS x 1 KALI x 1 KEG]	93	OK	500000	46500000		
	    -     Biaya pemenuhan kompetensi bahasa inggris  [93 MHS x 1 KEG x 1 KL]	93	OK	450000	41850000		
	    -     Biaya pemenuhan kemampuan IT  [60 MHS x 2 KALI x 1 KEG]	120	OK	450000	54000000		
	    -     Biaya fotocopi keperluan PBM Teori  [317 ORG x 12 BLN x 1 PKT]	3804	PKT	1500	5706000		
      B	PROGRAM D-IV KESLING	0		0	167412000		
     525111	Belanja Gaji dan Tunjangan	0		0	45600000		F
	    -     Honor Dosen Tamu  [1 ORG x 4 MK x 1 TM]	4	OK	200000	800000		
	    -     Honor DTT  [8 MK x 2 SKS x 14 TM]	224	OK	200000	44800000		
     525115	Belanja Perjalanan	0		0	34200000		F
	    -     Transport Dosen Tamu  [1 OR x 4 MK x 1 TM]	4	OK	150000	600000		
	    -     Transport DTT  [8 MK x 14 TM x 2 SKS]	224	OK	150000	33600000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	87612000		F
	    -     Biaya Pemenuhan Kemampuan IT  [60 ORG x 1 KALI x 1 KEG]	60	OK	450000	27000000		
	    -     Biaya Pemenuhan Kompetensi Bahasa Inggris  [62 MHS x 1 KALI x 1 KEG]	62	OK	450000	27900000		
	    -     Biaya Pemenuhan Kompetensi mahasiswa  [57 MHS x 1 KEG x 1 KL]	57	OK	500000	28500000		
	    -     Biaya Fotocopy Keperluan PBM Teori  [234 ORG x 12 BLN x 1 PKT]	2808	PKT	1500	4212000		
      C	PRODI D IV ALIH JENJANG KESEHATAN LINGKUNGAN	0		0	36250000		
     525111	Belanja Gaji dan Tunjangan	0		0	500000		F
	    -     Honor Dosen Tamu  [1 ORG x 2 MK x 1 TM]	2	OK	250000	500000		
     525115	Belanja Perjalanan	0		0	300000		F
	    -     Transport Dosen Tamu  [1 OR x 2 MK x 1 TM]	2	OK	150000	300000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	35450000		F
	    -     Biaya Pemenuhan Kemampuan IT  [25 ORG x 1 KALI x 1 KEG]	25	OK	450000	11250000		
	    -     Biaya Pemenuhan Kompetensi Bahasa Inggris  [25 MHS x 1 KALI x 1 KEG]	25	OK	450000	11250000		
	    -     Biaya Pemenuhan Kompetensi mahasiswa  [25 MHS x 1 KALI x 1 KEG]	25	OK	500000	12500000		
	    -     Biaya Fotocopy Keperluan PBM Teori  [25 ORG x 12 BLN]	300	PKT	1500	450000		
      D	Manajemen Jurusan	0		0	150000000		
     525121	Belanja Barang Persediaan Barang Konsumsi - BLU	0		0	150000000		F
	    -     ATK	1	PT	75000000	75000000		
	    -     Bahan Praktek	1	PT	75000000	75000000		
   053	Praktek Kerja Lapangan	0		0	226707000		
      A	PRODI DIII KESEHATAN LINGKUNGAN	0		0	110738000		
     525115	Belanja Perjalanan	0		0	36850000		F
	    -     Transport supervisi ke lahan praktek dalam kota (PKP dan PKM)  [5 LKS x 1 ORG x 1 HARI x 1 KALI]	5	OH	150000	750000		
	    -     Transport penjajagan ke lahan praktek luar kota (PKP dan PKM)  [3 LKS x 2 ORG x 2 HARI x 1 KALI]	12	OH	200000	2400000		
	    -     Transportb supervisi PKL ke lahan praktek luar kota  [2 LKS x 2 ORG x 2 HARI x 1 KALI]	8	OH	200000	1600000		
	    -     Uang harian supervisi PKL ke lahan praktek luar kota (PKP dan PKM)  [3 LKS x 1 ORG x 2 HARI x 1 KALI]	6	OH	350000	2100000		
	    -     Uang harian penjajagan PKL ke lahan praktek luar kota (PKP dan PKM)  [3 LKS x 1 ORG x 2 HARI x 1 KALI]	6	OH	350000	2100000		
	    -     Transport penjajagan lahan praktek dalam kota (PKP dan PKM)  [10 LKS x 1 ORG x 1 HARI x 1 KALI]	10	OH	150000	1500000		
	    -     Uang harian penjajagan lahan praktek Prakerin/SMK3 luar kota  [3 LKS x 2 ORG x 2 HARI x 1 KALI]	12	OH	350000	4200000		
	    -     Transport penjajagan lahan praktek Prakerin/SMK3 luar kota  [3 LKS x 2 ORG x 2 HARI x 1 KALI]	12	OH	200000	2400000		
	    -     Transport penjajagan lahan praktek Prakerin/SMK3 dalam kota  [4 LKS x 1 OR x 1 HARI x 1 KALI]	4	OH	150000	600000		
	    -     Uang harian supervisi lahan praktek Prakerin/SMK3 luar kota  [3 LKS x 2 OR x 2 HARI x 1 KALI]	12	OH	350000	4200000		
	    -     Transport supervisi lahan praktek Prakerin/SMK3 luar kota  [3 LKS x 2 ORG x 2 HARI x 1 KALI]	12	OH	200000	2400000		
	    -     Transport supervisi lahan Prakerin/SMK3 dalam kota  [4 LKS x 1 ORG x 1 HARI x 1 KALI]	4	OH	150000	600000		
	    -     Uang harian penjajagan lahan PKL ke lahan praktek luar kota  [2 LKS x 2 ORG x 2 HARI x 1 KALI]	8	OH	350000	2800000		
	    -     Transport supervisi PKL ke lahan praktek luar kota (PKP dan PKM)  [3 LKS x 2 ORG x 2 HARI x 1 KALI]	12	OH	200000	2400000		
	    -     Transport penjajagan PKL ke lahan praktek dalam kota  [4 LKS x 2 ORG x 1 HARI x 1 KALI]	8	OH	150000	1200000		
	    -     Transport supervisi PKL ke lahan praktek dalam kota  [4 LKS x 2 ORG x 1 HARI x 1 KALI]	8	OH	150000	1200000		
	    -     Transport penjajagan PKL ke lahan praktek luar kota  [2 LKS x 2 ORG x 2 HARI x 1 KALI]	8	OH	200000	1600000		
	    -     Uang harian supervisi PKL ke lahan praktek luar kota  [2 LKS x 2 ORG x 2 HARI x 1 KALI]	8	OH	350000	2800000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	73888000		F
	    -     Sewa kendaraan ke lahan praktek luar kota  [2 LKS x 2 HARI x 1 KEG]	4	UNIT	4237000	16948000		
	    -     Konsumsi PKL  [317 OR x 2 SMT x 2 KALI]	1268	OK	10000	12680000		
	    -     Konsumsi Rapat Pembimbing PKL  [1 KEG x 30 ORG x 2 SMT]	60	OK	20000	1200000		
	    -     Konsumsi Penyerahan Mahasiswa PKL  [93 ORG x 1 KALI x 2 KEG]	186	OK	10000	1860000		
	    -     Biaya Lahan Praktek Kerja (Puskesmas, Industri  [95 ORG x 1 BLN x 2 KEG]	190	OB	50000	9500000		
	    -     Biaya Lahan Praktek Kerja Lapangan  [317 ORG x 1 BLN x 2 SMT]	634	OB	50000	31700000		
      B	PRODI DIV KESEHATAN LINGKUNGAN	0		0	87295000		
     525112	Belanja Barang	0		0	14710000		F
	    -     Konsumsi PKL  [234 ORG x 2 SMT x 2 KALI]	936	OK	10000	9360000		
	    -     Konsumsi Rapat Pembimbing PKL  [15 ORG x 2 KEG x 3 KALI]	90	OK	25000	2250000		
	    -     Konsumsi Penyerahan Mahasiswa PKL  [62 OR x 1 KALI x 2 KEG]	124	OK	25000	3100000		
     525115	Belanja Perjalanan	0		0	28000000		F
	    -     Uang harian penjajagan lahan PKL Luar Kota  [5 LKS x 2 ORG x 2 HARI x 1 KALI]	20	OH	350000	7000000		
	    -     Uang harian supervisi PKL luar kota ke lahan praktek  [5 LKS x 2 ORG x 2 HR x 1 KALI]	20	OH	350000	7000000		
	    -     Transport Supervisi PKL Luar Kota ke Lahan Praktek  [5 LKS x 2 OR x 2 HR x 1 KALI]	20	OH	200000	4000000		
	    -     Transport Penjajagan Lahan PKL Luar Kota  [5 LKS x 2 ORG x 2 HARI x 1 KALI]	20	OH	200000	4000000		
	    -     Transport Supervisi PKL Dalam Kota ke Lahan Praktek  [10 LKS x 2 OR x 1 HARI x 1 KALI]	20	OH	150000	3000000		
	    -     Transport Penjajagan Lahan PKL Dalam Kota  [10 LKS x 2 ORG x 1 HARI x 1 KALI]	20	OH	150000	3000000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	44585000		F
	    -     Sewa kendaraan ke lahan praktek luar kota  [5 LKS x 1 KALI]	5	UNIT	4237000	21185000		
	    -     Biaya Lahan Praktek  Kerja Lapangan  [234 MHS x 1 BLN x 2 SMT]	468	OB	50000	23400000		
      C	PRODI D IV ALIH JENJANG KESEHATAN LINGKUNGAN	0		0	28674000		
     525112	Belanja Barang	0		0	2300000		F
	    -     Konsumsi PKL  [25 OR x 2 SMT x 5 KEG]	250	OK	10000	1000000		
	    -     Konsumsi Rapat Pembimbing PKL  [20 ORG x 2 KEG x 1 KALI]	40	OK	20000	800000		
	    -     Konsumsi Penyerahan Mahasiswa PKL  [25 OR x 1 KL x 2 KEG]	50	OK	10000	500000		
     525115	Belanja Perjalanan	0		0	5900000		F
	    -     Uang harian penjajagan lahan PKL Luar Kota  [2 LKS x 1 ORG x 2 HARI x 1 KALI]	4	OH	350000	1400000		
	    -     Uang harian supervisi PKL luar kota ke lahan praktek  [2 LKS x 1 ORG x 2 HR x 1 KALI]	4	OH	350000	1400000		
	    -     Transport Supervisi PKL Luar Kota ke Lahan Praktek  [2 LKS x 1 OR x 2 HR x 1 KALI]	4	OH	200000	800000		
	    -     Transport Penjajagan Lahan PKL Luar Kota  [2 LKS x 1 ORG x 2 HARI x 1 KALI]	4	OH	200000	800000		
	    -     Transport Supervisi PKL Dalam Kota ke Lahan Praktek  [5 LKS x 1 OR x 1 HARI x 1 KALI]	5	OH	150000	750000		
	    -     Transport Penjajagan Lahan PKL Dalam Kota  [5 LKS x 1 ORG x 1 HARI x 1 KALI]	5	OH	150000	750000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	20474000		F
	    -     Sewa kendaraan ke lahan praktek luar kota  [2 LKS x 1 KALI]	2	UNIT	4237000	8474000		
	    -     Biaya Lahan Praktek  Kerja Lapangan  [25 MHS x 1 BLN x 2 SMT]	50	OB	240000	12000000		
   054	Pelaksanaan Ujian	0		0	29133000		
      A	PRODI DIII KESEHATAN LINGKUNGAN	0		0	19324000		
     525111	Belanja Gaji dan Tunjangan	0		0	14760000		F
	    -     Honor pembuatan soal DTT  [3 MK x 2 SMT x 2 KL]	12	OK	230000	2760000		
	    -     Honor koreksi soal DTT  [5 MK x 2 SMT x 60 OR x 2 KLS]	1200	OK	10000	12000000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	4564000		F
	    -     Penggandaan Soal Ujian  [6 MK x 317 MHS x 1 PKT x 2 SMT]	3804	PKT	1200	4564000		
      B	PRODI DIV KESEHATAN LINGKUNGAN	0		0	9449000		
     525111	Belanja Gaji dan Tunjangan	0		0	6080000		F
	    -     Honor pembuatan soal DTT  [4 MK x 2 SMT x 1 KL]	8	OK	240000	1920000		
	    -     Honor koreksi soal DTT  [4 MK x 2 KL x 52 MHS]	416	OK	10000	4160000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	3369000		F
	    -     Penggandaan Soal Ujian  [6 MK x 234 MHS x 1 PKT x 2 SMT]	2808	PKT	1200	3369000		
      C	PRODI D IV ALIH JENJANG KESEHATAN LINGKUNGAN	0		0	360000		
     525119	Belanja Penyediaan Barang dan Jasa BLU Lainnya	0		0	360000		F
	    -     Penggandaan Soal Ujian  [6 MK x 25 MHS x 1 PKT x 2 SMT]	300	PKT	1200	360000		
5034.501.007	Mahasiswa yang Dididik pada Jurusan Gizi	0		0	1485159000		
   051	Pelaksanaan Persiapan	0		0	66985000		
      A	PROGRAM STUDI DIPLOMA III GIZI	0		0	14595000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3145000		F
	> Workshop reviu kurikulum	0		0	3145000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1375000		
	    -     Konsumsi capping day	55	OR	25000	1375000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      B	PROGRAM D-IV GIZI	0		0	14595000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3145000		F
	> Workshop reviu kurikulum	0		0	3145000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1375000		
	    -     Konsumsi capping day	55	OR	25000	1375000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      C	KELAS ALIH JENJANG KERJASAMA	0		0	14595000		
     525111	Belanja Gaji dan Tunjangan	0		0	5000000		F
	> Workshop reviu kurikulum	0		0	5000000		
	    -     Honor narasumber workshop reviu kurikulum  [2 OR x 3 JAM x 1 KL]	6	JAM	500000	3000000		
	 >> Persiapan pra klinik	0		0	2000000		
	    -     Honor narasumber  [2 OR x 2 JAM]	4	OK	500000	2000000		
     525112	Belanja Barang	0		0	3145000		F
	> Workshop reviu kurikulum	0		0	3145000		
	    -     Konsumsi workshop reviu kurikulum  [15 OR x 2 HR x 1 KL]	30	OK	53000	1590000		
	    -     Penggandaan materi workshop reviu kurikulum  [15 OR x 20 LBR x 3 MTR]	900	LBR	200	180000		
	 >> Persiapan pra klinik	0		0	1375000		
	    -     Konsumsi capping day	55	OR	25000	1375000		
     525115	Belanja Perjalanan	0		0	6450000		F
	> Workshop reviu kurikulum	0		0	6450000		
	    -     Transport pertemuan dalam kota  [15 OR x 1 KL]	15	OK	150000	2250000		
	    -     Uang harian fullboard dalam kota  [15 OR x 2 HR]	30	OH	130000	3900000		
	 >> Persiapan pra klinik	0		0	300000		
	    -     Transport narasumber  [2 OR x 1 KL]	2	OK	150000	300000		
      D	MANAJEMEN JURUSAN	0		0	23200000		
     525111	Belanja Gaji dan Tunjangan	0		0	3600000		F
	> Kuliah pakar	0		0	3600000		
	    -     Honor narasumber  [1 OR x 4 JAM x 1 KL]	4	OK	900000	3600000		
     525112	Belanja Barang	0		0	13750000		F
	> Kuliah pakar	0		0	13750000		
	    -     Konsumsi	550	OK	25000	13750000		
     525113	Belanja Jasa	0		0	5000000		F
	> Kuliah pakar	0		0	5000000		
	    -     Sewa gedung  [1 PT x 1 KL]	1	OK	5000000	5000000		
     525115	Belanja Perjalanan	0		0	850000		F
	> Kuliah pakar	0		0	850000		
	    -     Transport narasumber  [1 OR x 1 PP]	1	OK	350000	350000		
	    -     Penginapan narasumber  [1 OR x 1 KL x 1 MLM]	1	OK	500000	500000		
   052	Pembelajaran Teori dan Praktikum	0		0	562850000		
      A	PROGRAM STUDI DIPLOMA III GIZI	0		0	168000000		
     525111	Belanja Gaji dan Tunjangan	0		0	108000000		F
	> PRODI D-III GIZI	0		0	108000000		
	    -     Honor Dosen Tidak Tetap  [13 SKS x 2 KELAS x 1 ORANG x 14 TM]	364	SKS	250000	91000000		
	    -     Honor Pembimbing Praktek Laboratorium DTT  [20 SKS x 1 ORANG x 12 TATAP]	240	OK	50000	12000000		
	    -     Honor Dosen Tamu  [20 ORANG x 1 KELAS]	20	OK	250000	5000000		
     525115	Belanja Perjalanan	0		0	60000000		F
	> PRODI D-III GIZI	0		0	60000000		
	    -     Transport dosen tamu  [20 ORANG x 1 KELAS]	20	OK	150000	3000000		
	    -     Transport dosen tidak tetap  [10 MK x 14 TM x 1 ORANG]	140	OK	150000	21000000		
	    -     Transport Pembimbing Praktek Laboratorium DTT  [20 MK x 12 TM x 1 ORANG]	240	 OK	150000	36000000		
      B	PROGRAM STUDI DIPLOMA IV GIZI	0		0	237100000		
     525111	Belanja Gaji dan Tunjangan	0		0	158200000		F
	> PRODI D-IV GIZI	0		0	158200000		
	    -     Honor dosen tidak tetap  [39 SKS x 14 TM]	546	SKS	250000	136500000		
	    -     Honor pembimbing praktek laboratorium /lapangan DTT  [22 SKS x 1 ORANG x 12 TM]	264	OK	50000	13200000		
	    -     Honor dosen tamu  [34 SKS x 1 KEG]	34	OK	250000	8500000		
     525115	Belanja Perjalanan	0		0	78900000		F
	> PRODI D-IV GIZI	0		0	78900000		
	    -     Transport dosen tidak tetap  [18 MK x 14 TM]	252	OK	150000	37800000		
	    -     Transport rapat evaluasi PBM dosen tidak tetap  [5 ORANG x 2 KEG]	10	OK	150000	1500000		
	    -     Transport pembimbing praktek laboratorium  [22 MK x 1 ORANG x 12 TM]	264	OK	150000	39600000		
      C	KELAS KERJASAMA ALIH JENJANG	0		0	7750000		
     525111	Belanja Gaji dan Tunjangan	0		0	5500000		F
	    -     Honor Dosen Tidak Tetap  [6 SKS x 5 TM x 1 ORANG]	30	OK	150000	4500000		
	    -     Honor Dosen tamu  [2 MK x 1 ORANG x 2 JAM]	4	OJ	250000	1000000		
     525115	Belanja Perjalanan	0		0	2250000		F
	    -     Tranport Dosen tidak tetap  [5 TM x 1 ORANG x 2 MK]	10	OK	150000	1500000		
	    -     Transport Dosen Tamu  [5 MK x 1 ORANG]	5	OK	150000	750000		
      D	Manajemen Jurusan	0		0	150000000		
     525121	Belanja Barang Persediaan Barang Konsumsi - BLU	0		0	150000000		F
	    -     ATK	1	PT	75000000	75000000		
	    -     Bahan Praktek	1	PT	75000000	75000000		
   053	Praktek Kerja Lapangan	0		0	514405000		
      A	PROGRAM STUDI DIPLOMA III GIZI	0		0	220285000		
     525111	Belanja Gaji dan Tunjangan	0		0	14900000		F
	    -     Honor Narasumber Pembekalan Kuliah PPG dan PKG  [2 ORANG x 2 KEG]	4	OK	900000	3600000		
	    -     Honor pembimbing PKL Puskesmas  [20 KLMPK x 2 KEG x 4 ORANG]	160	OK	25000	4000000		
	    -     Honor Pembimbing didesa  [73 MHS x 2 KEG x 2 ORANG]	292	OK	25000	7300000		
     525115	Belanja Perjalanan	0		0	67460000		F
	    -     Tranport kegiatan koordinasi dengan dinas Kesehatan  dan Bapeda  [1 ORANG x 2 KEG]	2	OK	150000	300000		
	    -     Uang harian koordinasi dan pengurusan izin dengan Dinas Kesehatan dan Bappeda  [1 ORANG x 2 KEG x 1 HARI]	2	OH	130000	260000		
	> PRODI D-III GIZI	0		0	58400000		
	    -     Transport Penjajakan PKL  ke lahan Masyarakat dan Puskesmas  [1 ORANG x 10 LOKAS x 1 KEG]	10	OK	100000	1000000		
	    -     Transport Penjajakan PKL Klinik ke lahan Praktek Rumah Sakit  [1 ORANG x 14 LOKAS x 1 KEG]	14	OK	250000	3500000		
	    -     Transport Dosen Pembimbing dilahan praktek kegiatan PBL  [11 MK x 6 LOK x 1 ORANG]	66	OK	100000	6600000		
	    -     Uang Harian penjajakan PKL ke Masyarakat  [1 ORANG x 10 LOKAS x 1 HARI x 3 KEG]	30	OH	200000	6000000		
